datasetID,mapGridNumber,latitude,longitude
DryTortugasReefVisualCensus1999,2772420.0,24.70703,-82.99786
DryTortugasReefVisualCensus1999,2776097.0,24.57408,-82.9942
DryTortugasReefVisualCensus1999,2776115.0,24.60688,-82.99358
DryTortugasReefVisualCensus1999,2776172.0,24.7096148540146,-82.99628291970802
DryTortugasReefVisualCensus1999,2783603.0,24.585135291139242,-82.9904409113924
DryTortugasReefVisualCensus1999,2783671.0,24.70898,-82.99135
DryTortugasReefVisualCensus1999,2783677.0,24.71853,-82.99175
DryTortugasReefVisualCensus1999,2787398.0,24.666171192982453,-82.9886250760234
DryTortugasReefVisualCensus1999,2787420.0,24.70645,-82.9892
DryTortugasReefVisualCensus1999,2794861.0,24.6008,-82.98507
DryTortugasReefVisualCensus1999,2794862.0,24.60143,-82.98473
DryTortugasReefVisualCensus1999,2794908.0,24.68523,-82.98525
DryTortugasReefVisualCensus1999,2794926.0,24.71793,-82.987
DryTortugasReefVisualCensus1999,2798669.0,24.70503,-82.9835
DryTortugasReefVisualCensus1999,2798679.0,24.72315,-82.9849
DryTortugasReefVisualCensus1999,2802370.0,24.61634356321839,-82.97986035759898
DryTortugasReefVisualCensus1999,2806093.0,24.56817,-82.97773
DryTortugasReefVisualCensus1999,2806112.0,24.60189932245922,-82.9785090966123
DryTortugasReefVisualCensus1999,2817353.0,24.58577,-82.97302
DryTortugasReefVisualCensus1999,2821117.0,24.610459801324502,-82.96983642384106
DryTortugasReefVisualCensus1999,2828602.0,24.58335,-82.96673
DryTortugasReefVisualCensus1999,2828626.0,24.62757,-82.96593
DryTortugasReefVisualCensus1999,2832376.0,24.62707,-82.96567
DryTortugasReefVisualCensus1999,2839866.0,24.60989269700333,-82.96063533851276
DryTortugasReefVisualCensus1999,2851091.0,24.564576890547265,-82.95424343283582
DryTortugasReefVisualCensus1999,2854882.0,24.638398908188584,-82.95297447890819
DryTortugasReefVisualCensus1999,2873627.0,24.62913,-82.94248
DryTortugasReefVisualCensus1999,2873628.0,24.63119453066333,-82.94293
DryTortugasReefVisualCensus1999,2877377.0,24.62967,-82.94217
DryTortugasReefVisualCensus1999,2884841.0,24.5643,-82.93565
DryTortugasReefVisualCensus1999,2888590.0,24.5635,-82.93525
DryTortugasReefVisualCensus1999,2892393.0,24.65915,-82.93427
DryTortugasReefVisualCensus1999,2892394.0,24.65983,-82.93435
DryTortugasReefVisualCensus1999,2892396.0,24.6642,-82.93333
DryTortugasReefVisualCensus1999,2896130.0,24.63467,-82.93147
DryTortugasReefVisualCensus1999,2896134.0,24.64288,-82.93078
DryTortugasReefVisualCensus1999,2896146.0,24.66405,-82.93282
DryTortugasReefVisualCensus1999,2899842.0,24.5656,-82.92912
DryTortugasReefVisualCensus1999,2899880.0,24.63495,-82.92933
DryTortugasReefVisualCensus1999,2899884.0,24.64275,-82.93037
DryTortugasReefVisualCensus1999,2903641.0,24.65530795238095,-82.92720442857143
DryTortugasReefVisualCensus1999,2903661.0,24.691686252983292,-82.92853894988068
DryTortugasReefVisualCensus1999,2907398.0,24.667825152603232,-82.92611236385397
DryTortugasReefVisualCensus1999,2914846.0,24.57366644171779,-82.92139687116564
DryTortugasReefVisualCensus1999,2914894.0,24.66025,-82.9211
DryTortugasReefVisualCensus1999,2914905.0,24.680464981773998,-82.92204521263669
DryTortugasReefVisualCensus1999,2918644.0,24.66,-82.92098
DryTortugasReefVisualCensus1999,2918647.0,24.66665,-82.92028
DryTortugasReefVisualCensus1999,2918648.0,24.66715,-82.9201
DryTortugasReefVisualCensus1999,2929847.0,24.575038013937284,-82.91295551684088
DryTortugasReefVisualCensus1999,2933662.0,24.692666958608278,-82.91238056388723
DryTortugasReefVisualCensus1999,2941160.0,24.68995765281174,-82.90817231051345
DryTortugasReefVisualCensus1999,2948629.0,24.632784024390244,-82.90310490243903
DryTortugasReefVisualCensus1999,2952417.0,24.7017,-82.90198
DryTortugasReefVisualCensus1999,2956167.0,24.70212,-82.90162
DryTortugasReefVisualCensus1999,2963637.0,24.64752,-82.89662
DryTortugasReefVisualCensus1999,2967351.0,24.583041708185053,-82.89387053380783
DryTortugasReefVisualCensus1999,2971147.0,24.665707367088608,-82.8923661772152
DryTortugasReefVisualCensus1999,2978670.0,24.70697,-82.88902
DryTortugasReefVisualCensus1999,2986106.0,24.59220137075718,-82.88303873368146
DryTortugasReefVisualCensus1999,2986155.0,24.68020872417983,-82.88553060753341
DryTortugasReefVisualCensus1999,2986157.0,24.68412442622951,-82.88454098360656
DryTortugasReefVisualCensus1999,2993672.0,24.71128,-82.88068
DryTortugasReefVisualCensus1999,2997422.0,24.71173,-82.88
DryTortugasReefVisualCensus1999,3001148.0,24.66845,-82.87742
DryTortugasReefVisualCensus1999,3008637.0,24.6486,-82.87212
DryTortugasReefVisualCensus1999,3012358.0,24.596342046855735,-82.87023902589397
DryTortugasReefVisualCensus1999,3023623.0,24.62277,-82.86368
DryTortugasReefVisualCensus1999,3027373.0,24.62233,-82.86165
DryTortugasReefVisualCensus1999,3031172.0,24.711726977964325,-82.86177766002099
DryTortugasReefVisualCensus1999,3061175.0,24.716854700239807,-82.84549062350119
DryTortugasReefVisualCensus1999,3064879.0,24.63395518844221,-82.84238322864321
DryTortugasReefVisualCensus1999,3064926.0,24.718906666666665,-82.84375133333333
DryTortugasReefVisualCensus1999,3068627.0,24.63057,-82.83992
DryTortugasReefVisualCensus1999,3068678.0,24.72275,-82.84112
DryTortugasReefVisualCensus1999,3072428.0,24.72236144489796,-82.8404324
DryTortugasReefVisualCensus1999,3079898.0,24.668071961325968,-82.83428306629834
DryTortugasReefVisualCensus1999,3094901.0,24.674,-82.827785
DryTortugasReefVisualCensus1999,3098675.0,24.71817,-82.82663
DryTortugasReefVisualCensus1999,3098676.0,24.71868,-82.82668
DryTortugasReefVisualCensus1999,3102424.0,24.71487,-82.8231
DryTortugasReefVisualCensus1999,3106174.0,24.71557,-82.82295
DryTortugasReefVisualCensus1999,3109929.0,24.72503,-82.82032
DryTortugasReefVisualCensus1999,3113676.0,24.719081575757574,-82.8181629939394
DryTortugasReefVisualCensus1999,3132423.0,24.7134,-82.80737
DryTortugasReefVisualCensus1999,3136172.0,24.71323,-82.80697
DryTortugasReefVisualCensus1999,3139922.0,24.71272,-82.80355
DryTortugasReefVisualCensus1999,3143672.0,24.71255,-82.80292
DryTortugasReefVisualCensus1999,3143678.0,24.723145650773198,-82.80280473582474
DryTortugasReefVisualCensus1999,3154925.0,24.71825091981132,-82.79612766509433
DryTortugasReefVisualCensus1999,3173637.0,24.649548599221788,-82.78511579766537
DryTortugasReefVisualCensus1999,3173641.0,24.65747,-82.78542
DryTortugasReefVisualCensus1999,3173642.0,24.65775,-82.7858
DryTortugasReefVisualCensus1999,3173650.0,24.673212911242604,-82.7858538816568
DryTortugasReefVisualCensus1999,3177394.0,24.66287,-82.78398
DryTortugasReefVisualCensus1999,3177395.0,24.66353,-82.78333
DryTortugasReefVisualCensus1999,3181149.0,24.67042870588235,-82.78120851764706
DryTortugasReefVisualCensus1999,3181168.0,24.705663607843135,-82.78161318954248
DryTortugasReefVisualCensus1999,3181176.0,24.719247218863362,-82.78249709794439
DryTortugasReefVisualCensus1999,3188668.0,24.704896170212766,-82.7779260638298
DryTortugasReefVisualCensus1999,3188670.0,24.70955,-82.77793
DryTortugasReefVisualCensus1999,3188672.0,24.712338618421054,-82.77856319736841
DryTortugasReefVisualCensus1999,3192393.0,24.66095,-82.77647
DryTortugasReefVisualCensus1999,3192394.0,24.66135,-82.77638
DryTortugasReefVisualCensus1999,3192420.0,24.70973,-82.77742
DryTortugasReefVisualCensus1999,3199911.0,24.692935179425838,-82.77195143540669
DryTortugasReefVisualCensus2000,2573623.0,24.61958,-83.101
DryTortugasReefVisualCensus2000,2577377.0,24.62783,-83.09838
DryTortugasReefVisualCensus2000,2581138.0,24.64633,-83.09833
DryTortugasReefVisualCensus2000,2584893.0,24.65572,-83.09512
DryTortugasReefVisualCensus2000,2588621.0,24.61655,-83.09258
DryTortugasReefVisualCensus2000,2588627.0,24.62693,-83.0929
DryTortugasReefVisualCensus2000,2588632.0,24.63662,-83.09443
DryTortugasReefVisualCensus2000,2588646.0,24.6609,-83.09457
DryTortugasReefVisualCensus2000,2588647.0,24.6631,-83.09368
DryTortugasReefVisualCensus2000,2592377.0,24.6272,-83.09125
DryTortugasReefVisualCensus2000,2592384.0,24.64078,-83.09162
DryTortugasReefVisualCensus2000,2599883.0,24.63803,-83.08852
DryTortugasReefVisualCensus2000,2603615.0,24.60523,-83.08423
DryTortugasReefVisualCensus2000,2603643.0,24.65567,-83.08547
DryTortugasReefVisualCensus2000,2607371.0,24.61588,-83.08282
DryTortugasReefVisualCensus2000,2611142.0,24.65427,-83.08133
DryTortugasReefVisualCensus2000,2611162.0,24.6915,-83.08165
DryTortugasReefVisualCensus2000,2614902.0,24.67313,-83.07972
DryTortugasReefVisualCensus2000,2618614.0,24.60468,-83.07798
DryTortugasReefVisualCensus2000,2618657.0,24.68175,-83.07918
DryTortugasReefVisualCensus2000,2626121.0,24.61667,-83.07352
DryTortugasReefVisualCensus2000,2626139.0,24.6491,-83.07357
DryTortugasReefVisualCensus2000,2629898.0,24.66543,-83.07305
DryTortugasReefVisualCensus2000,2633615.0,24.60537,-83.06828
DryTortugasReefVisualCensus2000,2633631.0,24.63462,-83.06998
DryTortugasReefVisualCensus2000,2633638.0,24.64842,-83.07003
DryTortugasReefVisualCensus2000,2641112.0,24.60073,-83.06613
DryTortugasReefVisualCensus2000,2644866.0,24.60748,-83.06432
DryTortugasReefVisualCensus2000,2648657.0,24.68192,-83.06175
DryTortugasReefVisualCensus2000,2652405.0,24.67925,-83.06027
DryTortugasReefVisualCensus2000,2656146.0,24.6613,-83.05892
DryTortugasReefVisualCensus2000,2656161.0,24.68973,-83.0582
DryTortugasReefVisualCensus2000,2659870.0,24.61532,-83.05628
DryTortugasReefVisualCensus2000,2659901.0,24.67127,-83.05628
DryTortugasReefVisualCensus2000,2663650.0,24.67017,-83.0555
DryTortugasReefVisualCensus2000,2663662.0,24.69145,-83.0555
DryTortugasReefVisualCensus2000,2667412.0,24.6908,-83.05222
DryTortugasReefVisualCensus2000,2671142.0,24.65585,-83.05055
DryTortugasReefVisualCensus2000,2671165.0,24.69588,-83.05142
DryTortugasReefVisualCensus2000,2671171.0,24.70748,-83.05192
DryTortugasReefVisualCensus2000,2674921.0,24.7071,-83.0495
DryTortugasReefVisualCensus2000,2674922.0,24.70857,-83.04973
DryTortugasReefVisualCensus2000,2678649.0,24.66855,-83.04575
DryTortugasReefVisualCensus2000,2682410.0,24.68775,-83.04533
DryTortugasReefVisualCensus2000,2689922.0,24.70995,-83.04077
DryTortugasReefVisualCensus2000,2693644.0,24.65945,-83.03842
DryTortugasReefVisualCensus2000,2697405.0,24.67923,-83.03765
DryTortugasReefVisualCensus2000,2697419.0,24.70337,-83.03715
DryTortugasReefVisualCensus2000,2697423.0,24.7116,-83.03675
DryTortugasReefVisualCensus2000,2701142.0,24.65503,-83.03417
DryTortugasReefVisualCensus2000,2704906.0,24.68122,-83.03378
DryTortugasReefVisualCensus2000,2708630.0,24.63283,-83.03097
DryTortugasReefVisualCensus2000,2712405.0,24.6782,-83.0284
DryTortugasReefVisualCensus2000,2712414.0,24.69495,-83.02845
DryTortugasReefVisualCensus2000,2723647.0,24.6649,-83.0237
DryTortugasReefVisualCensus2000,2727391.0,24.653,-83.02005
DryTortugasReefVisualCensus2000,2731166.0,24.6988,-83.02023
DryTortugasReefVisualCensus2000,2734923.0,24.71197,-83.01822
DryTortugasReefVisualCensus2000,2738666.0,24.69883,-83.01512
DryTortugasReefVisualCensus2000,2742406.0,24.68142,-83.01368
DryTortugasReefVisualCensus2000,2749892.0,24.65497,-83.008
DryTortugasReefVisualCensus2000,2749909.0,24.68685,-83.00925
DryTortugasReefVisualCensus2000,2753665.0,24.69743,-83.00687
DryTortugasReefVisualCensus2000,2761138.0,24.64853,-83.00287
DryTortugasReefVisualCensus2000,2764901.0,24.67243,-83.0018
DryTortugasReefVisualCensus2000,2776168.0,24.70348,-82.99595
DryTortugasReefVisualCensus2000,2776173.0,24.71175,-82.99592
DryTortugasReefVisualCensus2000,2779924.0,24.71288,-82.99417
DryTortugasReefVisualCensus2000,2787401.0,24.67182,-82.9903
DryTortugasReefVisualCensus2000,2787427.0,24.71867,-82.98928
DryTortugasReefVisualCensus2000,2791172.0,24.71087,-82.98883
DryTortugasReefVisualCensus2000,2794872.0,24.61973,-82.98375
DryTortugasReefVisualCensus2000,2794894.0,24.65955,-82.98498
DryTortugasReefVisualCensus2000,2794905.0,24.67913,-82.98492
DryTortugasReefVisualCensus2000,2794924.0,24.71377,-82.98538
DryTortugasReefVisualCensus2000,2798670.0,24.707,-82.98333
DryTortugasReefVisualCensus2000,2802430.0,24.7247,-82.9826
DryTortugasReefVisualCensus2000,2806168.0,24.70348,-82.97975
DryTortugasReefVisualCensus2000,2806176.0,24.7165,-82.97977
DryTortugasReefVisualCensus2000,2813677.0,24.71858,-82.97695
DryTortugasReefVisualCensus2000,2821093.0,24.56823,-82.97088
DryTortugasReefVisualCensus2000,2824842.0,24.56522,-82.96782
DryTortugasReefVisualCensus2000,2828619.0,24.6144,-82.967
DryTortugasReefVisualCensus2000,2832383.0,24.63995,-82.96462
DryTortugasReefVisualCensus2000,2836087.0,24.55768,-82.96125
DryTortugasReefVisualCensus2000,2847342.0,24.56598,-82.95622
DryTortugasReefVisualCensus2000,2847359.0,24.59697,-82.95637
DryTortugasReefVisualCensus2000,2847371.0,24.61915,-82.9577
DryTortugasReefVisualCensus2000,2851113.0,24.60458,-82.95468
DryTortugasReefVisualCensus2000,2851132.0,24.63888,-82.95428
DryTortugasReefVisualCensus2000,2854842.0,24.5666,-82.95195
DryTortugasReefVisualCensus2000,2854854.0,24.58827,-82.952
DryTortugasReefVisualCensus2000,2854865.0,24.60752,-82.95223
DryTortugasReefVisualCensus2000,2854890.0,24.65273,-82.95412
DryTortugasReefVisualCensus2000,2858593.0,24.567443645364538,-82.95044162016201
DryTortugasReefVisualCensus2000,2862369.0,24.61405,-82.94833
DryTortugasReefVisualCensus2000,2862379.0,24.6328,-82.94885
DryTortugasReefVisualCensus2000,2866140.0,24.65338,-82.94712
DryTortugasReefVisualCensus2000,2873624.0,24.6236,-82.94323
DryTortugasReefVisualCensus2000,2877339.0,24.56092,-82.93983
DryTortugasReefVisualCensus2000,2884892.0,24.6557,-82.93743
DryTortugasReefVisualCensus2000,2888644.0,24.65932,-82.93568
DryTortugasReefVisualCensus2000,2892337.0,24.55655,-82.93248
DryTortugasReefVisualCensus2000,2892362.0,24.60303,-82.93357
DryTortugasReefVisualCensus2000,2892363.0,24.60363,-82.9323
DryTortugasReefVisualCensus2000,2892365.0,24.60855,-82.93315
DryTortugasReefVisualCensus2000,2896092.0,24.56622,-82.93123
DryTortugasReefVisualCensus2000,2896093.0,24.56803,-82.93013
DryTortugasReefVisualCensus2000,2896115.0,24.60817,-82.93013
DryTortugasReefVisualCensus2000,2896128.0,24.6319,-82.93182
DryTortugasReefVisualCensus2000,2896139.0,24.65167,-82.93137
DryTortugasReefVisualCensus2000,2899893.0,24.65853,-82.93047
DryTortugasReefVisualCensus2000,2899896.0,24.66375,-82.9309
DryTortugasReefVisualCensus2000,2903599.0,24.57823,-82.92673
DryTortugasReefVisualCensus2000,2907374.0,24.62477,-82.92548
DryTortugasReefVisualCensus2000,2907397.0,24.66528,-82.92608
DryTortugasReefVisualCensus2000,2907400.0,24.67038,-82.92667
DryTortugasReefVisualCensus2000,2911133.0,24.64045,-82.92455
DryTortugasReefVisualCensus2000,2918622.0,24.61987,-82.91973
DryTortugasReefVisualCensus2000,2922338.0,24.55933,-82.91718
DryTortugasReefVisualCensus2000,2922402.0,24.67437,-82.918
DryTortugasReefVisualCensus2000,2929898.0,24.668,-82.91453
DryTortugasReefVisualCensus2000,2929919.0,24.70645,-82.91555
DryTortugasReefVisualCensus2000,2933656.0,24.68277,-82.9129
DryTortugasReefVisualCensus2000,2937375.0,24.62608,-82.90893
DryTortugasReefVisualCensus2000,2941098.0,24.577,-82.90597
DryTortugasReefVisualCensus2000,2941107.0,24.59325,-82.90747
DryTortugasReefVisualCensus2000,2941163.0,24.69525,-82.9091
DryTortugasReefVisualCensus2000,2944849.0,24.5788,-82.9055
DryTortugasReefVisualCensus2000,2944881.0,24.63633,-82.90555
DryTortugasReefVisualCensus2000,2952359.0,24.59658,-82.90202
DryTortugasReefVisualCensus2000,2956125.0,24.62635,-82.89987
DryTortugasReefVisualCensus2000,2956169.0,24.70585,-82.90178
DryTortugasReefVisualCensus2000,2959884.0,24.64187,-82.89863
DryTortugasReefVisualCensus2000,2963637.0,24.64875,-82.89585
DryTortugasReefVisualCensus2000,2971104.0,24.58787,-82.89062
DryTortugasReefVisualCensus2000,2971144.0,24.65998,-82.89258
DryTortugasReefVisualCensus2000,2978628.0,24.63137,-82.88703
DryTortugasReefVisualCensus2000,2978643.0,24.659,-82.88817
DryTortugasReefVisualCensus2000,2982356.0,24.59193,-82.88503
DryTortugasReefVisualCensus2000,2986155.0,24.68033,-82.88565
DryTortugasReefVisualCensus2000,2986159.0,24.6883,-82.88438
DryTortugasReefVisualCensus2000,2989914.0,24.69692,-82.88333
DryTortugasReefVisualCensus2000,2997359.0,24.59682,-82.87768
DryTortugasReefVisualCensus2000,2997393.0,24.65932,-82.87862
DryTortugasReefVisualCensus2000,3001109.0,24.59712,-82.87483
DryTortugasReefVisualCensus2000,3001147.0,24.66667,-82.8768
DryTortugasReefVisualCensus2000,3004864.0,24.60738,-82.87352
DryTortugasReefVisualCensus2000,3008637.0,24.64887,-82.87228
DryTortugasReefVisualCensus2000,3008670.0,24.70787,-82.87373
DryTortugasReefVisualCensus2000,3012367.0,24.61142,-82.8703
DryTortugasReefVisualCensus2000,3019870.0,24.6179,-82.86648
DryTortugasReefVisualCensus2000,3023621.0,24.62043,-82.86313
DryTortugasReefVisualCensus2000,3023672.0,24.712,-82.86618
DryTortugasReefVisualCensus2000,3023673.0,24.71368,-82.86593
DryTortugasReefVisualCensus2000,3034875.0,24.62767,-82.8579
DryTortugasReefVisualCensus2000,3042384.0,24.644,-82.85393
DryTortugasReefVisualCensus2000,3042416.0,24.7005,-82.85638
DryTortugasReefVisualCensus2000,3057427.0,24.72035,-82.8481
DryTortugasReefVisualCensus2000,3061143.0,24.659482194674013,-82.84488961432507
DryTortugasReefVisualCensus2000,3061178.0,24.72183,-82.8461
DryTortugasReefVisualCensus2000,3064892.0,24.65828,-82.84227
DryTortugasReefVisualCensus2000,3068628.0,24.63253,-82.8414
DryTortugasReefVisualCensus2000,3068631.0,24.63798,-82.841
DryTortugasReefVisualCensus2000,3072420.0,24.70907,-82.84003
DryTortugasReefVisualCensus2000,3076125.0,24.62735,-82.83715
DryTortugasReefVisualCensus2000,3079877.0,24.63073,-82.83385
DryTortugasReefVisualCensus2000,3079898.0,24.66845,-82.83538
DryTortugasReefVisualCensus2000,3083624.0,24.62448,-82.83182
DryTortugasReefVisualCensus2000,3091122.0,24.62097,-82.82857
DryTortugasReefVisualCensus2000,3094875.0,24.6273,-82.82615
DryTortugasReefVisualCensus2000,3094923.0,24.71467,-82.8273
DryTortugasReefVisualCensus2000,3109873.0,24.62448,-82.8187
DryTortugasReefVisualCensus2000,3124922.0,24.71283,-82.81112
DryTortugasReefVisualCensus2000,3128625.0,24.62738,-82.80868
DryTortugasReefVisualCensus2000,3128679.0,24.72463,-82.81103
DryTortugasReefVisualCensus2000,3136178.0,24.72307,-82.80703
DryTortugasReefVisualCensus2000,3139921.0,24.71103,-82.80505
DryTortugasReefVisualCensus2000,3151127.0,24.6307,-82.79737
DryTortugasReefVisualCensus2000,3154923.0,24.71473,-82.79722
DryTortugasReefVisualCensus2000,3158678.0,24.72253,-82.79542
DryTortugasReefVisualCensus2000,3162380.0,24.63715,-82.79053
DryTortugasReefVisualCensus2000,3166172.0,24.7118,-82.78997
DryTortugasReefVisualCensus2000,3166178.0,24.723898424657534,-82.79127448630138
DryTortugasReefVisualCensus2000,3169925.0,24.71712,-82.78802
DryTortugasReefVisualCensus2000,3169927.0,24.72215,-82.78797
DryTortugasReefVisualCensus2000,3173639.0,24.65378,-82.78527
DryTortugasReefVisualCensus2000,3177386.0,24.6481,-82.78288
DryTortugasReefVisualCensus2000,3181151.0,24.67437,-82.78158
DryTortugasReefVisualCensus2000,3181173.0,24.71453,-82.78258
